"author_id","author_name"
"16570","M E Van Dam"
"40049","M Eden Paul"
"6883","M F Barbour"
"17615","M Ferro Veiga"
"35817","M G Kains"
"35224","M G Leonard"
"12827","M G Pappas"
"44088","M G Watterson"
"22531","M Greenhill"
"39748","M Greenwood"
"21883","M H"
"16796","M H Angelica"
"3907","M H Clark"
"39555","M H Foster"
"33183","M I Hassan"
"36220","M J Berkeley"
"26234","M J Coloring"
"34317","M J Cosson"
"16278","M J Leach"
"28713","M J McGuire"
"12042","M J Pearce"
"23199","M J Silva"
"41308","M J Wayland"
"1978","M Jagendorf"
"19346","M K Habib"
"30972","M Kohl"
"33251","M Kozhov"
"15732","M L Humphrey"
"48349","M M Chouinard"
"33249","M Matsumoto"
"7380","M Meredith Williams"
"41696","M Mushfiqur Rahman"
"2093","M N Jimerson"
"29924","M N Nguyen"
"13447","M Nica E Quiroga"
"29822","M P Satija"
"29222","M Patrick Hendrix"
"11746","M Polnik"
"36242","M R Carey"
"12693","M Reddi Kumar"
"50287","M Roache"
"22041","M S"
"20131","M S Handler"
"21448","M Santagnello"
"35884","M Scott Peck"
"49026","M Secrist"
"33232","M Sondergaard"
"37086","M Tuomey"
"10641","M W Lashgari"
"9241","M W Penn"
"21787","M Wang"
"49902","M Zagalaz Sanchez"
"33269","M Zalewski"
"27942","M&b Notebook & Journals"
"24447","M'Liss Rae Hawley"
"5800","M.  Brian Clarke"
"13480","M. A. Amerine"
"8161","M. A. Larson"
"42590","M. A. Letrouit-Galinou"
"21017","M. A. R. Habib"
"495","M. A. Rey"
"19805","M. Adil Khan"
"36522","M. Ajmal Khan"
"27289","M. Akgul"
"26308","M. Alice LeGrow"
"13527","M. Anandha Rao"
"19302","M. Ashraf Imam"
"42601","M. B. Roberfroid"
"6774","M. Bacon"
"14207","M. Bannister"
"35121","M. Bath"
"46251","M. Bentall"
"24525","M. Blake Hargrove"
"42022","M. Brand"
"21219","M. Burrows"
"34935","M. C. Beaton"
"42592","M. C. Janex Favre"
"11450","M. Carmen Romano"
"46972","M. Catherine Spooner"
"2789","M. Champion"
"21810","M. Charlotte Wolf"
"12812","M. Cristina Zaccarini"
"17700","M. D. Glinchuk"
"9510","M. Daniel"
"39657","M. Danish"
"8455","M. Della Valle"
"14547","M. Devillers"
"38314","M. E. Chauke"
"32409","M. E. Keating"
"32459","M. E. Kerr"
"14534","M. Eric Johnson"
"18593","M. Evelina Galang"
"7288","M. F. O'Dwyer"
"11289","M. F. Sem"
"10199","M. G. Schulz"
"10358","M. Gerloch"
"34244","M. Goulding"
"38092","M. H. Alsuwaiyel"
"18450","M. H. Carpentier"
"13654","M. H. Zenk"
"19407","M. Hanif Chaudhry"
"14591","M. Iwamoto"
"46495","M. J. Adams"
"13734","M. J. Jull"
"19450","M. J. Setzer"
"40842","M. Jose"
"12214","M. Kalpana"
"48179","M. Kat Anderson"
"40728","M. Katz"
"18945","M. Kevany"
"42890","M. Kohler"
"15846","M. Konopisos"
"28102","M. L. Biscotti"
"14632","M. L. Miglietta"
"10245","M. L. Stedman"
"31370","M. Leighton"
"1087","M. M. Chengappa"
"34458","M. Mahnke"
"38763","M. Makkai"
"10720","M. Maroni"
"14681","M. Mayilvaganan"
"43653","M. McDonald"
"16711","M. Menu-Hanot"
"33011","M. Molly Backes"
"11663","M. N. Bandyopadhyay"
"438","M. N. Berry"
"17531","M. N. Hegde"
"19386","M. N. Rao"
"34443","M. Never"
"35368","M. P. Wright"
"42887","M. Pairet"
"19449","M. Pigeon"
"14579","M. Pitsikalis"
"27304","M. Pollack"
"39639","M. Postel"
"13590","M. R. El-Gewely"
"7715","M. R. F. Ashworth"
"18162","M. Reza Soleymani"
"41207","M. Rita Manzini"
"39857","M. Rotter"
"33801","M. S. Mani"
"1065","M. S. McNulty"
"7386","M. Sainsbury"
"11492","M. Sathish Kumar"
"43478","M. Schmid"
"18802","M. Scott Norton"
"38260","M. Scott Osborne"
"39313","M. Stoeppler"
"19244","M. Sweeney"
"34531","M. T. Anderson"
"34619","M. T. Bruck"
"19900","M. T. Nesci"
"44839","M. Terese Verklan"
"1656","M. Tohyama"
"10825","M. V. Dougherty"
"43406","M. V. Lee Badgett"
"16709","M. Van Sevenant"
"13916","M. Vidyasagar"
"48240","M. W. Craven"
"16883","M. W. Lees"
"16853","M. Wesley Shoemaker"
"43274","M. Wheeler"
"33683","M. William Phelps"
"48502","M. Winterbottom"
"39838","M. Wioland"
"10752","M. Yousuff Hussaini"
"11200","M. Zuhair Nashed"
"13479","M.A. Joslyn"
"1536","M.A. Peirce"
"26853","M.A. Sambre"
"36358","M.B. Green"
"31189","M.D.  Daniel J. Siegel"
"17278","M.Diann Cassidy"
"42644","M.Ed DD Catherine P. Dr. Perry"
"46900","M.H. Billington"
"20458","M.H. Combe Martin"
"11772","M.I. Clausson"
"44658","M.J Wayland"
"4479","M.J. Levett"
"40318","M.J. Neal"
"9836","M.J. Pilling"
"19697","M.J. Scott"
"16635","M.J. Spector"
"12489","M.L. Meeks"
"1321","M.M. Shafie"
"39807","M.M.Webb- Peploe"
"39933","M.N. Hegde"
"15349","M.N.M. van Lieshout"
"46411","M.N.S. Swamy"
"41378","M.R. Dileep"
"43468","M.R. Halie"
"4043","M.R. O'Conner"
"14563","M.R. Smyth"
"1317","M.S. Ranieri"
"17921","M.Teresa Espinal"
"42789","M.Theresa Edwards"
"40220","M.W. Brightman"
"1305","M.W.A. Verstegen"
"1783","M.Y. Ovchinnikov"
"19372","M.Y.H. Bangash"
"39758","M.d.  Stephen H. Miller"
"27411","M.de Laet"
"25064","MATEO MARIN"
"8750","MCCUEN"
"46842","MD Facc Gregorio Koss"
"34246","MD Hann"
"46897","MD John G Bartlett"
"4407","MD Magee"
"10906","MD Nursyazwi Mohammad"
"37060","MD Rezaur Rahman"
"1567","MDR"
"47735","MEGHA MAJUMDAR"
"40293","MG  Gephart Hayden"
"40325","MG Kestenbaum"
"44884","MIchael Ellis"
"48937","MJ Arlidge"
"39223","ML Ajmani"
"39153","MM Design"
"11103","MN Wasif"
"45225","MOAC (Microsoft Official Academic Course)"
"16438","MR Alan Rushing"
"35960","MR Cecil Murphey"
"41096","MR Cibber"
"18870","MR Darrell Brown MS"
"36294","MR David Cochran Heath"
"32551","MR David Pool"
"41061","MR Eric Robertson"
"22917","MR Everette Hartsoe"
"7164","MR G Brian Karas"
"28753","MR Hart Seely"
"42538","MR James Moore"
"13284","MR Joe Broadfoot"
"12866","MR Joe Broadfoot Ma"
"35264","MR Jon"
"33550","MR Jonathan Hull"
"36316","MR Kirby Heyborne"
"35384","MR Luis Mauricio Crespo"
"17005","MR Mustafa a Kayyali"
"29532","MR Peter Berman"
"16267","MR R Gregory Chapman"
"16181","MR Robert Ross Rees Jr"
"8486","MR Sergio Cobos Arco"
"10995","MR T J Doherty"
"8199","MR X J Kennedy"
"46971","MS  Ana Reisdorf"
"34808","MS  Emily Kyle"
"43928","MS  Jessica Levinson"
"49540","MS  Marni Sumbal"
"32488","MS  Sophia Kamveris"
"28008","MS Bullet"
"6413","MS Devin Bartone"
"28446","MS Don Thompson"
"37612","MS Janine Welsby"
"30244","MS Natalie J Totire"
"16246","MS Sandra Rush"
"18861","MS Stephanie Michelle Ellis"
"15695","Ma Moung"
"34247","Ma Smith"
"44358","Maac Books"
"3231","Maaike van Koert"
"26591","Maam"
"13391","Maarit Alasuutari"
"18649","Maarja Siiner"
"10787","Maarten Lont"
"15582","Maarten Meijs"
"38566","Maarten Otte"
"22540","Maarten Prak"
"16483","Maarten de Laat"
"42500","Mabel Cabot Sedgwick"
"27458","Mabel Hyde Kittredge"
"9455","Mabel L. Lang"
"2314","Mabenga Michael Mulemi"
"34418","Mabl Smallwood"
"21291","Mable L Cannings"
"17134","Mabry Keil"
"31109","Mac Altgelt"
"45318","Mac Andrews"
"46992","Mac Hawkins"
"31486","Mac McDonald"
"28970","Mac Smith"
"37608","MacDonald"
"36915","MacGregor Skene"
"36954","MacKenzie Harte"
"32359","MacKie D'Arge"
"31372","MacLeod Andrews"
"465","MacMillan and Ferguson"
"26077","Macarena Gomez-Barris"
"8252","Macarena Sagredo Jerónimo"
"14219","Macat Team"
"31586","Macaw Books"
"34925","Maceo Parker"
"26816","Machito Gomi"
"38145","Maciej Borodzik"
"45992","Maciej Stasiak"
"31084","Mackenzie Cartwright"
"2704","Macky Pamintuan"
"28167","Maclear and Company"
"45478","Macmillan Digital Development Team"
"11840","Macmillan UK"
"30809","Macmillan."
"21695","Macquarie Dictionary"
"36690","Macy Sterling"
"35522","Mad"
"30224","Mad Comedy"
"35513","Mad Magazine"
"15632","Madalen Goiria"
"11206","Madalina Diaconu"
"40762","Madalyn Ward D V M"
"12670","Madasu Bhaskara Rao"
"19477","Maddali Ramgopal"
"40366","Madden Iv"
"30894","Maddie Corman"
"3167","Maddie Spalding"
"44158","Made You Smile Press"
"32134","Madeinsinchon Press"
"46505","Madeleine Ball"
"14790","Madeleine Boskovitz Ph D"
"22686","Madeleine Brehaut"
"26116","Madeleine Emo Capodilista"
"4623","Madeleine Kay"
"30995","Madeleine Maby"
"33865","Madeleine Pinault-Sorensen"
"31552","Madeleine Robins"
"26332","Madeleine Rosca"
"20403","Madelena Gonzalez"
"24497","Madeline Anne Wallace-Dunlop"
"40846","Madeline Black"
"34290","Madeline Clapps"
"30771","Madeline Gould"
"41018","Madeline Lucette Ryley"
"35526","Madeline Martin"
"33520","Madeline McHugh"
"37013","Madeline Powers"
"47252","Madeline Zech Ruiz"
"35053","Madelyn Rosenberg"
"2602","Madgav Publishing"
"41658","Madhav Khosla"
"13536","Madhuchhanda Mitra"
"23239","Madiana Margao"
"27908","Madina Tlostanova"
"20210","Madison Grant"
"37156","Madison Lawrence"
"41742","Madison Marie"
"24506","Madison Schumacher"
"183","Madison Woods"
"26705","Madoka Takadono"
"43672","Mads Andenas"
"43","Mae Savell Croy"
"41835","Maedhbh Clancy"
"13886","Maeve Eberhardt"
"20365","Maeve Higgins"
"19689","Maeve Olohan"
"39827","Magad S. A. Mikhail"
"28292","Magali  Le Huche"
"27578","Magali Regina Trevisol Antoniolli"
"3765","Magazine Joli"
"40533","Magda Pop"
"12955","Magdalena Falkowska"
"18500","Magdalena Gomez"
"5298","Magdalena Kasprzak"
"48919","Magdalena Schmidt"
"18644","Magdalena Szyszka"
"21183","Magdalena Wong"
"18212","Magdi S. Mahmoud"
"40927","Maggi McCormick Gordon"
"44395","Maggie Colvin"
"6701","Maggie Davis"
"31301","Maggie Fenton"
"47076","Maggie Judkins"
"42535","Maggie Kneen"
"23359","Maggie Kruger"
"33478","Maggie Murray"
"41359","Maggie Oster"
"42791","Maggie Sparke"
"40930","Maggie Thompson"
"34901","Maggie Tokuda-Hall"
"28523","Maggie Umber"
"9897","Maggioni Gianluigi"
"39088","Magic Lover"
"26450","Magica Quartet"
"26937","Magical Fairy Rainbow Tribe"
"12865","Magical Minds Learning"
"27461","Magical Rainbow Unicorn Tribe"
"23976","Magick Mojo Publications"
"16804","Magnetic Word"
"41171","Magnus Fagerberg"
"14067","Magnus Gren"
"6191","Magnus Lind"
"10826","Magnus Olsson"
"24819","Magnus Resch"
"25323","Magritterene"
"37733","Maguire Katie"
"8022","Maha Sharba"
"20757","Mahadev Desai"
"7737","Mahadev Kumbar"
"20801","Mahathir Mohamad"
"28950","Mahathy"
"20287","Mahdi Alosh"
"46291","Mahdi Nikdast"
"12148","Mahdiar Hosseinghadiry"
"13662","Mahen C. Das"
"40177","Mahendr S. Kochar"
"14015","Mahendra Rai"
"11437","Mahendra S. Hundal"
"46592","Maher Rahmouni"
"23982","Mahesh Sharma"
"14443","Mahfoozur Rahman"
"27223","Mahindra Tiwary"
"35850","Mahleen Press"
"20071","Mahmoud Al-Batal"
"9609","Mahmoud Ordudari"
"15994","Mahmud MD Shultan"
"30761","Mahogany L. Browne"
"30759","Mahogany L. Browne (Editor)"
"2080","Mahtava Journals"
"22572","Mai"
"18721","Mai Abdul Rahman"
"12459","Mai-Le Timonen Wahlstroem"
"47652","Maia Ramnath"
"3645","Maier"
"5381","Maighread Medbh"
"1715","Maik Lazzara"
"12087","Maimuna Nalubega"
"10798","Mainak Mukhopadhyay"
"38966","Mair Zamir"
"3307","Maira Kalman"
"2718","Mairin Glenn"
"7696","Mairin O'Mahony"
"36077","Maisey Yates"
"16846","Maisha T. Winn"
"48044","Maisie Paradise Shearring"
"14172","Maisy Day"
"38043","Maj Gen Mungo Melvin CB OBE"
"25895","Maja Fowkes"
"4633","Maja Grzymkowska"
"43682","Maja Popielarska"
"40518","Majd Majd"
"14438","Majed Al Robaian"
"25187","Majerus"
"18008","Majid Ghassemi"
"38785","Majid Sanni"
"23932","Majido Coloring"
"26625","Majikan"
"8183","Majken van Dijk"
"39271","Major Count V.C. Hollender"
"12727","Makane Moise Mbengue"
"1097","Make Believe Ideas Ltd"
"43856","Make Up Journal Studio"
"3528","Makenzie Campbell"
"25781","Maki"
"26320","Maki Enjoji"
"18364","Maki Habib"
"26588","Maki Naruto"
"46936","Making Of America Project"
"24900","Makmak Notebooks"
"17516","Mako Taruishi"
"25011","Makoto Fujimura"
"26596","Makoto Fukami"
"25819","Makoto Kobayashi"
"26971","Makoto Morishita"
"26843","Makoto Sanada"
"26664","Makoto Sanda"
"24785","Makoto Shinkai"
"9451","Makoto Suzuki"
"26660","Makoto Tateno"
"2252","Mal Peet"
"41831","Mala Htun"
"15659","Malachi Talabi"
"2327","Malala Yousafzai"
"584","Malana Willis"
"37493","Malborg Kim"
"8169","Malcolm Anderson"
"44424","Malcolm Batten"
"28232","Malcolm Bell"
"45007","Malcolm Boyden"
"5643","Malcolm Bradbury"
"39032","Malcolm Brown"
"48099","Malcolm Byrne"
"49662","Malcolm Cook"
"28094","Malcolm Couch"
"510","Malcolm Cowley"
"24837","Malcolm Croft"
"16684","Malcolm Cross"
"21625","Malcolm Day"
"49719","Malcolm Ferguson"
"41461","Malcolm Gaskill"
"28844","Malcolm Graham"
"17740","Malcolm Grimston"
"14272","Malcolm Hamilton"
"31200","Malcolm Hillgartner"
"16791","Malcolm Hornby"
"7929","Malcolm James"
"16679","Malcolm Kushner"
"5625","Malcolm Lowry"
"1118","Malcolm MacDonald"
"32696","Malcolm Mann"
"33107","Malcolm Payne"
"37999","Malcolm R. Adams"
"22425","Malcolm Richards"
"17120","Malcolm Russell"
"38730","Malcolm Rutters"
"9512","Malcolm Smith"
"8430","Malcolm Swanston"
"22610","Malcolm Torry"
"25163","Malcolm Vale"
"10083","Malcolm X"
"1972","Malek G. M. Hussain"
"44535","Malene Rix"
"14202","Malgorzata Brzoza"
"4680","Malgorzata Cieciura"
"28067","Malgorzata Kisilowska"
"5863","Malgorzata Kurzynoga"
"5259","Malgorzata Medrala"
"49296","Malgorzata Praczyk"
"1586","Malgorzata Skorupa"
"18144","Malgorzata Sneve"
"12977","Malgorzata Szewczyk"
"17846","Malgorzata Wzorek"
"21132","Malherbe-V"
"28287","Malik Shabazz"
"1364","Malika Mokeddem"
"30574","Malk Williams"
"36807","Mallika Chopra"
"12667","Mallika Rao Pulaparthi"
"6101","Mallory Young"
"8118","Malorie Blackman"
"29757","Malte Lieckfeld"
"24940","Malte Lin-Kroeger"
"40941","Malte Meinshausen"
"672","Mama Care"
"46066","Mamadou Tadiou Kone"
"26629","Mamoru Hosoda"
"14444","Mamta Mittal"
"18296","Man-Chung Wong"
"49330","Mana Kia"
"26544","Mana Z."
"45984","Manan Suri"
"13057","Manashi Bagchi"
"45354","Mancy A Wake"
"22464","Mandala Adult Coloring Books Publishing"
"25032","Mandala Coloring Book"
"26358","Mandala Coloring Book for Adults"
"26723","Mandala Sketch Book"
"22564","Mandala Swearing Books Publishing Co"
"23445","Mandala coloring books"
"35377","Mandasue Heller"
"41062","Mandeep Singh"
"13010","Mandi Baker"
"16628","Mandie Iveson"
"21515","Mandla Langa"
"20125","Mandla Makhanya"
"7272","Mandy Archer"
"39080","Mandy Chambers"
"30181","Mandy Herbet"
"26984","Mandy L Foster"
"24712","Mandy O'Sullivan"
"35160","Mandy Sayer"
"48600","Mandy Sutcliffe"
"47077","Maneesh Sethi"
"34921","Maneka Gandhi"
"28502","Manel Gutierrez"
"28465","Manel Gutierrez Couto"
"18352","Manel Lacorte"
"30344","Manel Marti"
"29604","Manfred Baldus"
"49007","Manfred Broy"
"46110","Manfred Droste"
"24556","Manfred F. R. Kets de Vries"
"30777","Manfred Giesler"
"38606","Manfred Griehl"
"13031","Manfred Hahn"
"17808","Manfred Hennecke"
"35247","Manfred Zapatka"
"30178","Manga Art"
"26181","Manga Books"
"16468","Mangat Bhardwaj"
"21562","Mangesh Kulkarni"
"25319","Mangkorn Publishing"
"310","Mangprintz"
"5959","Manhattan Lsat"
"3810","Manhattan Prep"
"13685","Manickam Premalatha"
"25897","Manijeh Bayani"
"46194","Manikanta Panati"
"28548","Manila Castoro"
"11568","Manish Kanwat"
"25593","Manish Malhotra"
"38883","Manjit S. Bains"
"14806","Manju Khari"
"27481","Manlove N Butler"
"27193","Manly Miles"
"27633","Manly P Hall"
"36530","Mannava V. K. Sivakumar"
"8992","Mannfred A. Hollinger"
"11553","Manny Sternlicht"
"10097","Mano Book"
"47684","Mano Paul"
"39716","Manoel Da Gama Lobo"
"6859","Manoj Gupta"
"40378","Manoj K. Mishra"
"15433","Manoj Kumar A K"
"20409","Manoj Pradhan"
"46073","Manoj Sachdev"
"34298","Manoj Sharma"
"9674","Manolis"
"15113","Manolis Papadrakakis"
"18093","Manos M. Tentzeris"
"45719","Manrique Grisales Jorge"
"19274","Mansfield Merriman"
"29190","Mansi Shah"
"50190","Manson"
"12591","Mansoor Ali"
"17040","Mansoor Niaz"
"16425","Mansour A. M. Al-Garni"
"16065","Mansour Mrt"
"8048","Manta Coloring Publishing"
"23609","Mantablast"
"25544","Mantacolor Publishing"
"33833","Mantak Chia"
"19454","Mante Sheldon"
"8401","Mantreswara Daivajna"
"1751","Manuel Agrella"
"14076","Manuel Bernal Marquez"
"22954","Manuel Castello"
"2795","Manuel D. Salas"
"13781","Manuel Eissler"
"45464","Manuel Jose Lopes"
"19562","Manuel L. Vargas"
"15188","Manuel Laguna"
"27752","Manuel Martinez Vela"
"33303","Manuel Montero-Odasso"
"8945","Manuel Peimbert"
"12847","Manuel Pino Toro"
"40205","Manuel Posada de la Paz"
"20599","Manuel Riemer"
"37725","Manuel Ritore"
"22511","Manuel Sacristan"
"49999","Manuel Serrabana Mas"
"47263","Manuela A. Diaz"
"49451","Manuela Adreani"
"26889","Manuela Ammer"
"7279","Manuela Cappon"
"22543","Manuela Laitenberger"
"6923","Manuela Martin"
"6250","Manuela Mischke Reeds"
"31097","Manuela Mischke-Reeds"
"19551","Manuela Zardo"
"37768","Many Miles Ahead Media"
"46102","Maode Ma"
"46537","Maoguo Gong"
"9701","Map Studio"
"7159","Mapquest Com"
"42965","Mar Ferrero"
"12880","Mar Pavon"
"25588","Mar Tamisier"
"878","Mar a Susana Blanch"
"34934","Mara Altman"
"23865","Mara Penny"
"2218","Mara St Onge"
"17788","Mara Theodosopoulou"
"36503","Maralie Publishing"
"47508","Maralyn A. Wellauer-Lenius"
"50416","Maralyn Bailey"
"26626","Marb"
"9996","Marba C Johnson"
"23405","Marble Books"
"22783","Marble Planners"
"34945","Marble and Gold"
"26473","Marc  Bernabé"
"18079","Marc A. Rosen"
"32781","Marc Aronson"
"33868","Marc Bekoff"
"8311","Marc Brown"
"48795","Marc Caball"
"3860","Marc Chernoff"
"30057","Marc Clamens"
"29074","Marc Cohn"
"34855","Marc D Succi"
"49028","Marc D Thompson"
"25121","Marc Donnadieu"
"39345","Marc Drolet"
"37526","Marc Effron"
"43310","Marc Eliot"
"42422","Marc Engelsgjerd"
"46984","Marc Frattasio"
"9114","Marc Gilbert"
"40903","Marc Goldberg"
"49297","Marc Hagan"
"10809","Marc Halbrugge"
"23027","Marc Heiremans"
"35421","Marc Helgesen"
"6097","Marc J. Epstein"
"40187","Marc J. Glucksman"
"14326","Marc J. M. Abadie"
"1134","Marc Kent"
"23498","Marc Kirschenbaum"
"19527","Marc L. Janssens"
"43030","Marc Leverette"
"32150","Marc Levinson"
"33347","Marc Levy"
"9261","Marc Loudon"
"306","Marc Martinez"
"43620","Marc Micheli"
"33035","Marc Olden"
"39599","Marc Patterson"
"45259","Marc Pollefeys"
"17129","Marc ROUX"
"43126","Marc Raboy"
"5303","Marc Reklau"
"11212","Marc Robitzky"
"45358","Marc Rodwin"
"25465","Marc Roig Blesa"
"78","Marc Romanych"
"12319","Marc Ruiz"
"16933","Marc S. Schwartz"
"39738","Marc Safran"
"40789","Marc Schuilenburg"
"33817","Marc Semigran"
"42027","Marc Shapiro"
"32561","Marc Thompson"
"40426","Marc Vallon"
"31855","Marc Vietor"
"26902","Marc Walter"
"48987","Marc Wanamaker"
"35609","Marc William"
"8143","Marc Zev"
"22574","Marc Zirogiannis"
"19413","Marc-Steffen Fahrion"
"26268","Marcantonio Raimondi"
"43764","Marcel Brahmadev Anders-Hoepgen"
"19619","Marcel Danesi"
"25035","Marcel Duchamp"
"17053","Marcel Fischer"
"15211","Marcel Herbst"
"7438","Marcel Proust"
"9287","Marcel Socias Studios"
"874","Marcel Tanner"
"12751","Marcel van de Voorde"
"14268","Marcela Allen"
"14269","Marcela Allen Herrera"
"24531","Marcela Ramirez-Pasillas"
"16226","Marcelino Madrigal"
"49486","Marcelino Menendez Y Pelayo"
"2961","Marcella Kelly"
"1834","Marcella L. Kysilka"
"17313","Marcella Milana"
"36764","Marcellino D'Ambrosio"
"21495","Marcello Di Cintio"
"8198","Marcello Veneziano"
"13252","Marcellus Albertin"
"26446","Marcelo  Vicente"
"22894","Marcelo Frusin"
"41950","Marcelo Hoffman"
"36494","Marcelo Ketzer"
"17747","Marcelo Pereira da Cunha"
"26470","Marcelo Vicente"
"45877","Marcelo Zambrano Vizuete"
"37869","Marcelo Zugaib"
"41767","Marchella D Price"
"42440","Marci Peschke"
"37464","Marcia Agness Kochel"
"2089","Marcia Amidon Lusted"
"17200","Marcia B Baxter Magolda"
"25988","Marcia Baldwin"
"41192","Marcia Ballinger Ph D"
"37997","Marcia Ballinger Phd"
"6150","Marcia Bartusiak"
"8719","Marcia F. Muth"
"15328","Marcia Finlayson"
"16173","Marcia Haag"
"1384","Marcia L. Tate"
"17262","Marcia L. Taylor"
"1499","Marcia M Spence"
"43337","Marcia McFee and Karen Foster and Paul Arthur"
"6505","Marcia Mihotich"
"1430","Marcia Miller"
"3357","Marcia Modlo"
"34433","Marcia Muller"
"8200","Marcia Muth"
"34266","Marcia R Pope"
"14221","Marcia Rock"
"44013","Marcia Savage"
"22119","Marcia Scherer"
"1291","Marcia W. Rohrer"
"31753","Marcia Willett"
"25606","Marcie Cabarga"
"16387","Marcin Jewiarz"
"1811","Marcin Kaminski"
"21288","Marcin Klik"
"17543","Marcin Morzycki"
"27966","Marcin Niemojewski"
"4604","Marcin Spyra"
"9173","Marcin Wojciech Solarz"
"28928","Marck van  Gageldonk"
"17744","Marco A. P. Lima"
"1959","Marco Aliberti"
"10136","Marco Aurelio"
"19200","Marco Bernasconi"
"31593","Marco Borges"
"26904","Marco Campelli"
"15842","Marco Carta"
"26280","Marco Godano"
"43473","Marco Ieva"
"16341","Marco Jacquemet"
"40168","Marco Kandetzki"
"42508","Marco Leone"
"21755","Marco Natoli"
"39846","Marco P. Merlini"
"561","Marco Polo"
"18273","Marco Ragazzi"
"28827","Marco Rampini"
"26773","Marco Renna"
"20087","Marco Revelli"
"44951","Marco Rispoli"
"38176","Marco Sassoli"
"46587","Marco Schorlemmer"
"1885","Marco Sorrentino"
"11452","Marco Thiel"
"14478","Marco Viceconti"
"48724","Marco Vichi"
"45560","Marco Vigilante"
"30965","Marcos Cartagena"
"18164","Marcos D. Katz"
"12303","Marcos Faundez-Zanuy"
"9975","Marcos I. Fernandez"
"23341","Marcos Martin"
"40711","Marcos Mendoza"
"39828","Marcus A. Krupp"
"46190","Marcus Bisogno"
"24519","Marcus Bowman"
"6461","Marcus Chown"
"29148","Marcus Clapham"
"16980","Marcus Conyers"
"16983","Marcus Damm"
"15965","Marcus Einbock"
"35073","Marcus Emerson"
"28514","Marcus Foth"
"47774","Marcus Gräser"
"1240","Marcus Keichel"
"1824","Marcus L Howard"
"18896","Marcus L Stroud Eds"
"10021","Marcus Manilius"
"27689","Marcus Mattingly"
"16464","Marcus Nieto"
"34759","Marcus Pratt Wheeler"
"47605","Marcus Rediker"
"47118","Marcus Ritland"
"2859","Marcus Tullius Cicero"
"29355","Marcus Ward Lyon"
"20497","Marcus Warner"
"24371","Marcy Heffernan"
"17155","Marcyliena H. Morgan"
"22117","Marea de Bruijn"
"17478","Mareike Hanisch"
"49494","Mareile Flitsch"
"2998","Marek Haltof"
"44986","Marek Jaszcolt"
"27123","Marek Kimmel"
"21064","Marek Korczynski"
"16334","Marek Kwiek"
"6013","Marek Peda"
"4695","Marek Tomin"
"16388","Marek Wrobel"
"46030","Marek Z. Reformat"
"13853","Marek Zaremba"
"41918","Maren A. Ehlers"
"24485","Maren Eichhorn-Johannsen"
"24349","Maren Eichhorn-Johanssen"
"43749","Maren Heidemann"
"21723","Marga Illarramendi Irure"
"1565","Margaret Anderson"
"44929","Margaret Ann Fitzpatrick Hanly"
"16860","Margaret Ann Kassen"
"33319","Margaret Archer"
"36672","Margaret Atwood"
"38412","Margaret Barton-Burke"
"25646","Margaret Brown"
"27799","Margaret C. Miller"
"4304","Margaret Christakos"
"34368","Margaret Clegg"
"48611","Margaret Coel"
"42686","Margaret Cowie"
"30882","Margaret Daley"
"43763","Margaret Davies"
"44023","Margaret Day Allen"
"24554","Margaret Drabble"
"11270","Margaret E. Chambers"
"17429","Margaret E. Holt"
"4808","Margaret Forster"
"3063","Margaret G. McKeown"
"24377","Margaret Gregory"
"41752","Margaret Griffiths"
"17202","Margaret H. Kilo"
"1546","Margaret Haerens"
"3744","Margaret Heffernan"
"2315","Margaret Heritage"
"21889","Margaret Hubert"
"48244","Margaret Hunt"
"19303","Margaret Hyland"
"8915","Margaret Hynes"
"12590","Margaret Ince"
"35545","Margaret J Meeker"
"48562","Margaret Jull Costa"
"37966","Margaret Knowles"
"40430","Margaret L Hunter"
"48416","Margaret Laplante"
"19809","Margaret Ledwith"
"36960","Margaret Lepera"
"17397","Margaret Lochrie"
"6584","Margaret Lomas"
"34754","Margaret Lowenfeld"
"40036","Margaret Ludwig"
"49853","Margaret M. Mahon"
"16400","Margaret Mackey"
"8308","Margaret Mahy"
"43884","Margaret Malone"
"20971","Margaret Mann"
"8900","Margaret Martinez-de-la-Torre"
"13785","Margaret Martonosi"
"3002","Margaret Maurer"
"28866","Margaret Mering"
"22664","Margaret Miller"
"25656","Margaret Morgan"
"12633","Margaret Mwangi PH D"
"14051","Margaret Naumburg"
"17342","Margaret Nicolson"
"5073","Margaret Noodin"
"33032","Margaret O Hogartaigh"
"21484","Margaret O'Keeffe"
"32212","Margaret Percy"
"2062","Margaret Peterson Haddix"
"22312","Margaret Plues"
"20228","Margaret R. Somers"
"15427","Margaret Rand"
"7568","Margaret Read MacDonald"
"33108","Margaret Reith"
"41465","Margaret Rich"
"31597","Margaret Roberts"
"11482","Margaret Ryan"
"29125","Margaret Sayers Penden"
"13319","Margaret Semrud-Clikeman"
"28074","Margaret Shepard"
"27747","Margaret Shepherd"
"2159","Margaret Sidney"
"17340","Margaret Simonot"
"7611","Margaret Sinclair"
"17343","Margaret Southgate"
"6373","Margaret Stacey"
"6884","Margaret Stewart Simpson"
"2248","Margaret Stohl"
"30564","Margaret Strom"
"8222","Margaret Suggs"
"32820","Margaret Truman"
"47783","Margaret W. Ferguson"
"5042","Margaret Walker"
"3763","Margaret Wehrenberg"
